"","id","installation_date","subscripiton_date","country","initial_app_version","initial_ios_version","initial_device","days_until_churn","churned"
"880","160000446797635","2018-04-09 22:48:23","2018-04-09 22:53:19","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"881","160000446864352","2017-03-14 17:03:50","2018-04-10 03:40:59","United States","1.5","10.3.2","UIDeviceKindIPhone7",NA,0
"882","160000447105353","2017-03-13 00:41:47","2018-04-10 21:40:49","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"883","160000447133539","2017-01-14 19:31:03","2018-04-10 23:54:45","Canada","1.4.6","10.3.1","UIDeviceKindIPhone7",1,1
"884","160000447167731","2018-04-10 05:10:23","2018-04-11 02:25:28","United States","1.9.6","11.2.1","UIDeviceKindIPhone7Plus",NA,0
"885","160000447343575","2018-04-11 15:48:07","2018-04-11 16:25:56","United States","1.9.6","11.3","UIDeviceKindIPhone6S",NA,0
"886","160000447472968","2018-01-11 09:41:46","2018-04-12 02:05:28","United States","1.9.6","11.3","UIDeviceKindIPhone6",5,1
"887","160000447559598","2018-04-12 09:37:43","2018-04-12 09:45:48","United Kingdom","1.9.6","11.2.5","UIDeviceKindIPhone8Plus",NA,0
"888","160000447777281","2017-11-26 04:11:19","2018-04-13 00:17:30","United States","1.7.3","10.3.3","UIDeviceKindIPhone7Plus",4,1
"889","160000447783643","2016-12-09 02:02:24","2018-04-13 00:46:53","Canada","1.9.3","11.2.6","UIDeviceKindIPhone8Plus",20,1
"890","160000447788515","2017-01-20 14:57:02","2018-04-13 01:08:57","United States","1.6","10.3.3","UIDeviceKindIPhone7",NA,0
"891","160000447986552","2017-09-11 02:27:08","2018-04-13 14:48:40","United States","1.6.1","10.3.3","UIDeviceKindIPhone7Plus",20,1
"892","160000448121526","2018-04-13 17:01:27","2018-04-13 22:57:01","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",4,1
"893","160000448153846","2017-02-16 04:01:31","2018-04-14 01:02:18","United States","1.9.6","11.2","UIDeviceKindIPhone6",6,1
"894","160000448420663","2016-12-01 18:47:35","2018-04-14 18:08:52","Sweden","1.9.6","11.2","UIDeviceKindIPhone6S",0,1
"895","160000448474815","2018-04-14 21:50:38","2018-04-14 21:59:54","United States","1.9.6","11.1.1","UIDeviceKindIPhone6S",NA,0
"896","160000448497630","2017-06-10 15:22:50","2018-04-14 23:41:02","United States","1.8","11.1.1","UIDeviceKindIPhone7Plus",NA,0
"897","160000448660157","2018-04-15 11:04:38","2018-04-15 11:05:48","Thailand","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"898","160000448864837","2017-03-08 18:56:48","2018-04-15 22:54:28","United Kingdom","1.5.5","10.3.3","UIDeviceKindIPhone7",NA,0
"899","160000448919512","2018-04-16 02:30:24","2018-04-16 02:39:05","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",3,1
"900","160000448991119","2018-01-15 09:25:17","2018-04-16 08:18:16","United States","1.9.3","11.2","UIDeviceKindIPhoneX",28,1
"901","160000449147911","2016-11-26 03:38:16","2018-04-16 18:47:27","United States","1.7.2","11.1.1","UIDeviceKindIPhoneX",3,1
"902","160000449172898","2018-04-16 20:39:06","2018-04-16 20:40:00","United States","1.9.6","11.2.6","UIDeviceKindIPhone8",NA,0
"903","160000449238466","2018-04-17 01:31:39","2018-04-17 01:35:00","United States","1.9.6","11.0","UIDeviceKindIPhone7",14,1
"904","160000449276668","2017-11-15 01:26:12","2018-04-17 04:31:06","United States","1.7.2","10.3.1","UIDeviceKindIPhone7",NA,0
"905","160000449545783","2016-12-31 07:40:19","2018-04-18 01:49:16","Canada","1.4","10.3.1","UIDeviceKindIPhone6S",NA,0
"906","160000449597341","2018-03-02 00:46:15","2018-04-18 05:41:11","United States","1.9.3","11.2.6","UIDeviceKindIPhone8",NA,0
"907","160000449663599","2018-04-18 03:06:03","2018-04-18 11:52:52","United States","1.9.6","11.2.5","UIDeviceKindIPhone7Plus",4,1
"908","160000449672977","2016-12-07 08:34:56","2018-04-18 12:35:33","Netherlands","1.4.6","10.3.1","UIDeviceKindIPhone7Plus",NA,0
"909","160000449833023","2018-04-01 18:23:01","2018-04-19 00:26:24","United States","1.9.5","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"910","160000449857118","2018-01-08 17:38:12","2018-04-19 02:17:21","United States","1.9.6","11.1.2","UIDeviceKindIPhone6",NA,0
"911","160000449870936","2018-04-19 01:00:58","2018-04-19 03:22:16","United States","1.9.6","11.2","UIDeviceKindIPhone6S",NA,0
"912","160000450077404","2018-01-20 14:11:57","2018-04-19 19:19:52","United States","1.9.1","11.2.2","UIDeviceKindIPhone7",NA,0
"913","160000450140819","2017-12-29 02:15:43","2018-04-19 23:58:27","United States","1.8","11.1.2","UIDeviceKindIPhone6SPlus",NA,0
"914","160000450208561","2018-03-07 05:12:05","2018-04-20 04:28:49","United States","1.9.3","11.2.6","UIDeviceKindIPhoneX",NA,0
"915","160000450242915","2018-04-20 06:44:57","2018-04-20 06:58:27","United States","1.9.6","11.3","UIDeviceKindIPhone6SPlus",NA,0
"916","160000450248829","2018-04-19 03:22:45","2018-04-20 07:27:39","United States","1.9.6","11.3","UIDeviceKindIPhone7",14,1
"917","160000450334317","2017-12-14 12:25:30","2018-04-20 13:43:15","United Kingdom","1.7.3","11.1.2","UIDeviceKindIPhone8",NA,0
"918","160000450348381","2017-12-04 00:55:12","2018-04-20 14:37:49","United States","1.7.4","11.1.2","UIDeviceKindIPhone7Plus",NA,0
"919","160000450476328","2018-04-18 03:15:02","2018-04-20 23:15:45","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"920","160000450520073","2017-11-13 00:41:20","2018-04-21 02:11:40","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"921","160000450535291","2017-03-31 03:47:26","2018-04-21 03:14:26","Canada","1.5.4","10.2","UIDeviceKindIPhone7",NA,0
"922","160000450858387","2017-08-08 01:26:50","2018-04-22 01:05:30","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"923","160000450903712","2018-04-20 04:43:28","2018-04-22 04:11:18","Thailand","1.9.6","11.3","UIDeviceKindIPhone8Plus",6,1
"924","160000450945592","2016-11-28 22:03:36","2018-04-22 07:02:22","United States","1.7.5","11.2","UIDeviceKindIPadPro10_5",4,1
"925","160000450991196","2018-04-22 10:31:04","2018-04-22 10:35:14","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"926","160000451143282","2018-04-22 19:28:55","2018-04-22 19:30:53","Canada","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"927","160000451172171","2017-12-09 15:57:18","2018-04-22 21:20:39","United States","1.7.5","11.1.2","UIDeviceKindIPhone7",NA,0
"928","160000451174413","2018-01-01 00:31:27","2018-04-22 21:28:55","United States","1.8","10.2.1","UIDeviceKindIPhone6SPlus",NA,0
"929","160000451182284","2018-04-22 02:54:24","2018-04-22 22:00:52","Canada","1.9.6","11.3","UIDeviceKindIPhone7",25,1
"930","160000451241931","2018-03-07 19:55:15","2018-04-23 02:07:05","United States","1.9.3","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"931","160000451245862","2018-04-23 02:21:31","2018-04-23 02:23:48","Canada","1.9.6","11.2.1","UIDeviceKindIPhone7",NA,0
"932","160000451255614","2018-04-23 02:40:26","2018-04-23 03:11:41","United States","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"933","160000451322016","2017-06-21 09:31:46","2018-04-23 08:46:46","Australia","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"934","160000451360552","2018-04-03 20:44:10","2018-04-23 11:57:13","United States","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"935","160000451401836","2018-03-29 07:41:14","2018-04-23 14:37:05","Netherlands","1.9.6","11.2.6","UIDeviceKindIPadPro10_5",NA,0
"936","160000451455515","2017-09-01 23:51:29","2018-04-23 18:12:40","United States","1.6","10.3.3","UIDeviceKindIPhone7Plus",NA,0
"937","160000451492903","2018-02-15 00:26:58","2018-04-23 21:02:20","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"938","160000451529061","2018-04-23 21:21:00","2018-04-23 23:38:03","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"939","160000451600073","2018-04-24 04:54:54","2018-04-24 04:59:41","United States","1.9.6","11.2.2","UIDeviceKindIPhone8Plus",NA,0
"940","160000451845642","2018-04-24 23:53:11","2018-04-24 23:56:44","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"941","160000451890567","2018-04-24 13:19:22","2018-04-25 02:59:12","Canada","1.9.6","11.3","UIDeviceKindIPhone7",0,1
"942","160000452043716","2018-04-02 16:36:28","2018-04-25 15:23:59","United Kingdom","1.9.5","11.2.6","UIDeviceKindIPhoneX",NA,0
"943","160000452084156","2017-09-19 19:47:27","2018-04-25 18:11:40","United States","1.8","10.2.1","UIDeviceKindIPhone5S",NA,0
"944","160000452117937","2018-04-25 20:42:56","2018-04-25 20:44:03","Germany","1.9.6","11.2.6","UIDeviceKindIPhone7",1,1
"945","160000452149494","2017-12-25 05:53:11","2018-04-25 23:11:56","United States","1.8","11.2.1","UIDeviceKindIPhoneX",1,1
"946","160000452183367","2018-04-26 01:39:43","2018-04-26 01:41:30","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",2,1
"947","160000452308558","2018-04-26 12:02:07","2018-04-26 12:05:39","Indonesia","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"948","160000452345700","2017-12-25 20:52:13","2018-04-26 14:30:19","Ukraine","1.9.6","11.2.6","UIDeviceKindIPhone6S",NA,0
"949","160000452403344","2017-09-24 09:59:15","2018-04-26 18:21:52","Belgium","1.9.6","11.2.5","UIDeviceKindIPhone7",9,1
"950","160000452489722","2018-04-27 00:51:47","2018-04-27 01:01:07","Australia","1.9.6","11.3.1","UIDeviceKindIPhone7",NA,0
"951","160000452526720","2017-11-14 14:43:50","2018-04-27 02:52:20","Canada","1.7.2","10.3.1","UIDeviceKindIPhoneSE",7,1
"952","160000452527252","2017-04-26 15:30:26","2018-04-27 02:54:24","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"953","160000452585259","2017-07-24 11:15:50","2018-04-27 06:57:28","United States","1.5.5","10.2","UIDeviceKindIPhone7",NA,0
"954","160000452629549","2017-01-29 06:56:46","2018-04-27 10:11:15","United States","1.2","10.1.1","UIDeviceKindIPhone7Plus",NA,0
"955","160000452638397","2016-12-07 15:18:36","2018-04-27 10:49:03","United Arab Emirates","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"956","160000452723474","2017-06-05 15:04:26","2018-04-27 15:45:23","Afghanistan","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"957","160000452735224","2018-04-27 16:20:17","2018-04-27 16:22:15","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"958","160000452773535","2018-04-27 18:24:12","2018-04-27 18:38:43","United States","1.9.6","11.3","UIDeviceKindIPhone6SPlus",NA,0
"959","160000452923858","2018-04-28 04:21:51","2018-04-28 04:24:50","United States","1.9.6","11.3.1","UIDeviceKindIPhone6S",NA,0
"960","160000453077585","2018-04-28 14:05:09","2018-04-28 14:11:09","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"961","160000453144757","2017-05-18 18:48:01","2018-04-28 17:30:48","United States","1.4.6","10.0.1","UIDeviceKindIPhone6Plus",NA,0
"962","160000453154666","2018-02-06 14:33:12","2018-04-28 18:04:23","Poland","1.9.1","11.2.5","UIDeviceKindIPhoneX",NA,0
"963","160000453172362","2018-04-28 18:52:10","2018-04-28 19:11:07","United States","1.9.6","11.3","UIDeviceKindIPhone6",NA,0
"964","160000453201676","2016-12-13 22:57:44","2018-04-28 21:01:04","United Kingdom","1.8","11.2.2","UIDeviceKindIPhone7Plus",NA,0
"965","160000453225325","2018-04-28 22:35:38","2018-04-28 22:36:57","United States","1.9.6","11.3.1","UIDeviceKindIPhone6S",19,1
"966","160000453242748","2018-04-26 20:04:13","2018-04-28 23:45:53","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",NA,0
"967","160000453268378","2018-03-09 04:40:02","2018-04-29 01:22:42","United States","1.9.6","11.0","UIDeviceKindIPhone7Plus",NA,0
"968","160000453281876","2017-04-24 21:02:57","2018-04-29 02:18:01","Canada","1.9.6","11.3","UIDeviceKindIPadMini4G",NA,0
"969","160000453306245","2018-04-29 03:59:49","2018-04-29 04:01:21","Canada","1.9.6","11.3","UIDeviceKindIPhone8",NA,0
"970","160000453312451","2017-12-11 16:00:25","2018-04-29 04:29:37","United States","1.7.5","11.1.2","UIDeviceKindIPhone7Plus",NA,0
"971","160000453393602","2017-07-09 08:23:49","2018-04-29 10:40:08","Australia","1.5.5","10.3.2","UIDeviceKindIPhone7Plus",27,1
"972","160000453421053","2018-04-29 12:23:09","2018-04-29 12:35:34","United States","1.9.6","11.3","UIDeviceKindIPhone8",NA,0
"973","160000453518104","2018-04-29 17:42:22","2018-04-29 18:03:26","United States","1.9.6","11.2.1","UIDeviceKindIPhoneX",NA,0
"974","160000453536481","2018-04-15 00:39:32","2018-04-29 19:12:46","United States","1.9.6","11.2.5","UIDeviceKindIPhoneX",NA,0
"975","160000453539831","2018-04-29 19:21:27","2018-04-29 19:23:24","United States","1.9.6","11.3","UIDeviceKindIPhone7",NA,0
"976","160000453600818","2018-04-29 23:20:42","2018-04-29 23:39:30","United States","1.9.6","11.3","UIDeviceKindIPhone7",NA,0
"977","160000453608452","2018-04-30 00:04:22","2018-04-30 00:10:05","United States","1.9.6","11.3","UIDeviceKindIPhone7",NA,0
"978","160000453657800","2018-04-30 03:16:00","2018-04-30 03:19:00","United States","1.9.6","10.1.1","UIDeviceKindIPhone6SPlus",NA,0
"979","160000453706747","2017-02-19 15:50:51","2018-04-30 07:01:15","United States","1.2.3","10.2.1","UIDeviceKindIPhone7",4,1
"980","160000453731281","2017-09-16 07:59:45","2018-04-30 09:04:35","New Zealand","1.6.1","10.0.2","UIDeviceKindIPadAir2G",0,1
"981","160000453768368","2018-04-24 05:13:06","2018-04-30 11:45:56","Australia","1.9.6","11.3","UIDeviceKindIPhone6S",10,1
"982","160000453776258","2018-04-29 14:02:03","2018-04-30 12:18:19","United States","1.9.6","11.1","UIDeviceKindIPhone7",NA,0
"983","160000453804133","2017-04-17 14:11:57","2018-04-30 13:57:36","Belgium","1.9.5","11.2.6","UIDeviceKindIPhone8",NA,0
"984","160000453876833","2018-04-30 17:30:58","2018-04-30 17:56:14","Denmark","1.9.6","11.2.6","UIDeviceKindIPhone6S",NA,0
"985","160000453898092","2017-10-22 20:13:44","2018-04-30 19:23:44","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",30,1
"986","160000453921770","2018-04-30 20:59:41","2018-04-30 21:05:28","United Kingdom","1.9.6","11.2.1","UIDeviceKindIPhone7Plus",NA,0
"987","170000441131171","2017-03-08 02:45:35","2018-04-01 03:35:03","United States","1.2.4","10.2.1","UIDeviceKindIPhone7Plus",NA,0
"988","170000441176631","2018-04-01 06:09:48","2018-04-01 06:26:26","United States","1.9.5","11.2.6","UIDeviceKindIPhone6S",NA,0
"989","170000441318296","2018-04-01 13:59:13","2018-04-01 14:19:17","United States","1.9.5","11.2.6","UIDeviceKindIPhone7",NA,0
"990","170000441344747","2018-04-01 14:11:20","2018-04-01 15:28:44","United Kingdom","1.9.5","10.3.2","UIDeviceKindIPadAir2G",3,1
"991","170000441391906","2017-04-02 20:06:56","2018-04-01 17:45:47","United States","1.9.3","11.2.6","UIDeviceKindIPad5G",NA,0
"992","170000441397256","2018-04-01 18:01:59","2018-04-01 18:03:39","United States","1.9.5","11.2.6","UIDeviceKindIPhone7",NA,0
"993","170000441418121","2017-10-29 14:55:02","2018-04-01 19:17:15","Russia","1.9.5","11.2.6","UIDeviceKindIPhoneX",NA,0
"994","170000441428787","2016-12-17 20:18:52","2018-04-01 19:55:03","United Kingdom","1.7.3","11.1.2","UIDeviceKindIPhoneX",NA,0
"995","170000441441399","2018-02-10 00:15:14","2018-04-01 20:42:30","United States","1.9.1","11.2.2","UIDeviceKindIPhone6S",NA,0
"996","170000441474326","2018-01-02 23:25:13","2018-04-01 22:39:06","United States","1.9.5","11.3","UIDeviceKindIPhone7Plus",5,1
"997","170000441474945","2017-11-09 01:38:32","2018-04-01 22:41:44","United States","1.9.3","11.2.6","UIDeviceKindIPhoneX",NA,0
"998","170000441550034","2018-04-02 02:58:05","2018-04-02 03:19:35","United States","1.9.5","10.3.3","UIDeviceKindIPhone6",NA,0
"999","170000441564348","2018-03-18 20:38:53","2018-04-02 04:15:17","United States","1.9.3","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"1000","170000441654511","2018-04-02 11:03:27","2018-04-02 11:08:20","United States","1.9.5","11.2.6","UIDeviceKindIPhone7",NA,0
"1001","170000441690748","2018-04-01 21:26:13","2018-04-02 13:14:51","United States","1.9.5","11.2.1","UIDeviceKindIPhoneX",NA,0
"1002","170000441726479","2018-04-02 14:42:34","2018-04-02 14:55:51","United Kingdom","1.9.5","11.2.6","UIDeviceKindIPhone7",25,1
"1003","170000441758658","2017-02-07 17:19:35","2018-04-02 16:34:18","United States","1.2","10.1.1","UIDeviceKindIPhone6SPlus",NA,0
"1004","170000441809831","2018-04-02 19:28:18","2018-04-02 19:31:36","United States","1.9.5","11.2.6","UIDeviceKindIPhoneX",8,1
"1005","170000441836357","2018-04-02 21:07:52","2018-04-02 21:11:43","Sweden","1.9.6","10.0.1","UIDeviceKindIPhone6",3,1
"1006","170000441949087","2017-07-11 07:11:46","2018-04-03 04:46:54","Australia","1.5.4","9.2","UIDeviceKindIPhone6",NA,0
"1007","170000442061573","2018-04-03 13:05:10","2018-04-03 13:16:03","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"1008","170000442143988","2018-03-19 06:45:41","2018-04-03 18:15:32","United States","1.9.3","11.2.6","UIDeviceKindIPhone8Plus",3,1
"1009","170000442165813","2018-04-03 11:42:02","2018-04-03 19:29:58","Italy","1.9.6","11.2.6","UIDeviceKindIPhone6",19,1
"1010","170000442166175","2017-02-24 13:20:25","2018-04-03 19:31:41","United States","1.2.4","10.1.1","UIDeviceKindIPhone7Plus",NA,0
"1011","170000442174352","2016-12-07 16:50:08","2018-04-03 20:01:59","United States","1.4.6","10.3.1","UIDeviceKindIPhone7Plus",NA,0
"1012","170000442229401","2018-03-21 19:05:17","2018-04-03 23:41:50","United States","1.9.3","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"1013","170000442236328","2018-04-04 00:00:52","2018-04-04 00:10:06","United States","1.9.6","11.2.6","UIDeviceKindIPhone8Plus",NA,0
"1014","170000442272583","2018-01-10 16:03:04","2018-04-04 02:31:12","United States","1.9.6","11.1.2","UIDeviceKindIPhone7Plus",NA,0
"1015","170000442340775","2018-04-04 07:36:53","2018-04-04 07:40:40","United States","1.9.6","11.0.3","UIDeviceKindIPhone6SPlus",NA,0
"1016","170000442359116","2018-01-03 08:29:59","2018-04-04 09:12:32","United States","1.9.5","11.2.6","UIDeviceKindIPhone6S",11,1
"1017","170000442498306","2017-12-07 07:21:03","2018-04-04 17:41:45","United Kingdom","1.7.5","11.1.2","UIDeviceKindIPhone8Plus",NA,0
"1018","170000442583228","2018-04-04 22:57:11","2018-04-04 23:02:51","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",1,1
"1019","170000442583858","2017-05-12 02:13:44","2018-04-04 23:04:15","United States","1.5","10.3.2","UIDeviceKindIPhone7",NA,0
"1020","170000442772062","2017-11-12 18:08:06","2018-04-05 12:14:25","United States","1.8","11.1.2","UIDeviceKindIPadAir1G",NA,0
"1021","170000442860971","2017-08-19 20:56:59","2018-04-05 17:12:02","United States","1.6","11.0","UIDeviceKindUnknownIPhone",NA,0
"1022","170000442895049","2018-04-05 15:35:07","2018-04-05 19:15:37","United States","1.9.6","11.2.6","UIDeviceKindIPhone6SPlus",NA,0
"1023","170000442898860","2018-04-03 23:54:50","2018-04-05 19:29:51","United States","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"1024","170000442953512","2018-04-05 22:13:03","2018-04-05 23:09:55","United States","1.9.6","11.1.2","UIDeviceKindIPhone8Plus",NA,0
"1025","170000443000631","2017-12-05 04:49:52","2018-04-06 02:24:31","United States","1.7.4","11.0.3","UIDeviceKindIPhone8Plus",NA,0
"1026","170000443037042","2018-01-17 07:14:26","2018-04-06 05:12:20","United States","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"1027","170000443078358","2018-04-06 08:18:21","2018-04-06 08:25:23","United States","1.9.6","11.2.6","UIDeviceKindIPhone7",1,1
"1028","170000443154295","2018-03-08 10:30:02","2018-04-06 13:41:32","Sweden","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"1029","170000443188430","2018-01-03 03:59:20","2018-04-06 15:33:51","United States","1.8","11.2.1","UIDeviceKindIPhone7Plus",NA,0
"1030","170000443260409","2018-04-06 19:53:44","2018-04-06 19:57:29","United States","1.9.6","11.3","UIDeviceKindIPhoneX",NA,0
"1031","170000443326044","2018-04-06 23:02:04","2018-04-07 00:14:25","United States","1.9.6","11.2.6","UIDeviceKindIPadPro9_7",0,1
"1032","170000443439873","2017-09-09 16:49:39","2018-04-07 08:01:39","United States","1.6.1","10.3.3","UIDeviceKindIPhone7",NA,0
"1033","170000443522974","2017-05-31 20:01:53","2018-04-07 13:10:45","United States","1.9.6","10.2.1","UIDeviceKindIPhone7Plus",NA,0
"1034","170000443555330","2017-07-22 02:58:16","2018-04-07 14:41:27","United States","1.9.3","11.2.2","UIDeviceKindIPhone8Plus",NA,0
"1035","170000443571018","2017-08-08 20:20:16","2018-04-07 15:27:09","United States","1.5.5","10.3.1","UIDeviceKindIPhone6S",1,1
"1036","170000443700825","2018-04-07 22:09:24","2018-04-07 22:35:58","United States","1.9.6","11.1.2","UIDeviceKindIPhone6S",NA,0
"1037","170000443723052","2018-04-07 19:10:39","2018-04-08 00:04:32","United States","1.9.6","11.2.1","UIDeviceKindIPhone7Plus",NA,0
"1038","170000443744044","2018-04-08 01:18:14","2018-04-08 01:28:43","United States","1.9.6","11.2.5","UIDeviceKindIPhone7",NA,0
"1039","170000443759016","2017-05-24 17:37:12","2018-04-08 02:25:46","United States","1.4.6","10.3.1","UIDeviceKindIPhone7Plus",NA,0
"1040","170000443772988","2018-04-08 03:12:57","2018-04-08 03:24:23","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"1041","170000443932344","2018-04-08 13:03:45","2018-04-08 14:06:55","India","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"1042","170000443980522","2017-06-21 17:37:41","2018-04-08 16:17:26","Germany","1.5.4","10.3.2","UIDeviceKindUnknownIPad",NA,0
"1043","170000444098361","2018-04-08 23:26:50","2018-04-08 23:29:21","United States","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"1044","170000444290432","2017-12-31 01:43:22","2018-04-09 14:15:55","United States","1.8","11.2","UIDeviceKindIPhone6S",NA,0
"1045","170000444322520","2018-04-07 02:23:10","2018-04-09 16:20:45","Canada","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"1046","170000444424089","2018-04-09 22:41:39","2018-04-09 23:22:09","United States","1.9.6","11.2.5","UIDeviceKindIPhone6SPlus",NA,0
"1047","170000444456560","2018-03-22 03:04:51","2018-04-10 01:45:51","United States","1.9.3","11.2.1","UIDeviceKindIPhone7",NA,0
"1048","170000444469743","2018-04-08 16:36:06","2018-04-10 02:43:52","United States","1.9.6","11.2.2","UIDeviceKindIPhone6S",NA,0
"1049","170000444593983","2018-04-09 18:49:34","2018-04-10 12:57:42","Finland","1.9.6","11.0.3","UIDeviceKindIPhone8",NA,0
"1050","170000444745527","2018-04-10 23:05:55","2018-04-10 23:15:41","United States","1.9.6","11.3","UIDeviceKindIPhone7Plus",1,1
"1051","170000444751577","2016-12-12 22:17:28","2018-04-10 23:43:34","United States","1.6","10.3.3","UIDeviceKindIPhone7Plus",NA,0
"1052","170000445140006","2018-04-12 03:02:36","2018-04-12 03:07:57","Canada","1.9.6","11.3","UIDeviceKindIPhoneX",16,1
"1053","170000445415315","2017-09-30 06:32:49","2018-04-12 20:52:55","United States","1.9.2","11.2.2","UIDeviceKindIPhoneX",NA,0
"1054","170000445417530","2018-04-12 20:54:34","2018-04-12 21:01:59","Ireland","1.9.6","11.2.6","UIDeviceKindIPhone7",NA,0
"1055","170000445502191","2016-12-26 01:47:19","2018-04-13 02:27:33","United States","1.9.6","11.1.2","UIDeviceKindIPhone6",NA,0
"1056","170000445547809","2018-04-13 05:05:01","2018-04-13 05:27:11","Canada","1.9.6","11.2.5","UIDeviceKindIPhone8",NA,0
"1057","170000445734441","2018-04-13 17:26:11","2018-04-13 17:37:39","United Kingdom","1.9.6","11.3","UIDeviceKindIPhoneSE",NA,0
"1058","170000445797873","2018-04-13 21:37:28","2018-04-13 21:42:16","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",2,1
"1059","170000445870698","2018-04-14 02:16:55","2018-04-14 02:22:03","United Kingdom","1.9.6","11.2.6","UIDeviceKindIPhone6",28,1
"1060","170000445902294","2018-04-11 13:16:29","2018-04-14 04:29:18","Saudi Arabia","1.9.6","11.2.6","UIDeviceKindIPhone6Plus",NA,0
"1061","170000445933431","2018-04-14 04:37:55","2018-04-14 06:33:25","Canada","1.9.6","11.2.1","UIDeviceKindIPhone6S",NA,0
"1062","170000446079581","2018-04-14 15:32:10","2018-04-14 15:45:08","United States","1.9.6","11.1.2","UIDeviceKindIPhone6S",1,1
"1063","170000446210645","2018-04-14 22:57:38","2018-04-14 23:35:57","United States","1.9.6","11.3","UIDeviceKindIPhone8Plus",NA,0
"1064","170000446248422","2017-11-09 16:48:04","2018-04-15 02:00:24","Norway","1.9.1","11.2.1","UIDeviceKindIPhoneX",NA,0
"1065","170000446249740","2018-04-01 19:19:12","2018-04-15 02:06:23","United States","1.9.6","11.2.6","UIDeviceKindIPhone6S",11,1
"1066","170000446285158","2018-04-15 04:22:26","2018-04-15 04:24:02","United States","1.9.6","11.2.5","UIDeviceKindIPadPro2G12_9",NA,0
"1067","170000446314747","2017-02-09 04:57:39","2018-04-15 06:34:21","United States","1.6.2","11.0","UIDeviceKindIPhone7",NA,0
"1068","170000446362520","2018-04-14 21:28:14","2018-04-15 09:28:15","United Kingdom","1.9.6","11.2.6","UIDeviceKindIPhone7Plus",NA,0
"1069","170000446495956","2017-01-18 13:35:52","2018-04-15 16:47:44","United States","1.6.3","11.0","UIDeviceKindUnknownIPhone",NA,0
"1070","170000446558252","2018-04-15 19:56:03","2018-04-15 20:00:11","United Kingdom","1.9.6","11.2.6","UIDeviceKindIPhone6",NA,0
"1071","170000447016438","2018-04-17 02:17:40","2018-04-17 02:26:24","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"1072","170000447018276","2016-12-04 03:05:57","2018-04-17 02:36:01","United States","1.1.2","10.2","UIDeviceKindIPadPro12_9",19,1
"1073","170000447240809","2018-04-17 18:51:55","2018-04-17 18:53:27","United States","1.9.6","11.2.6","UIDeviceKindIPhoneX",NA,0
"1074","170000447264271","2018-04-17 20:18:30","2018-04-17 20:26:30","United States","1.9.6","10.3.3","UIDeviceKindIPhone7Plus",NA,0
"1075","170000447275832","2018-04-11 13:30:49","2018-04-17 21:14:28","United States","1.9.6","11.3","UIDeviceKindIPhone6S",NA,0
"1076","170000447298610","2017-07-30 22:32:06","2018-04-17 22:53:41","United States","1.9.2","11.2.2","UIDeviceKindIPhone7",NA,0
